Type	NFE2L2_13g
COPD	0.2887839356545678
COPD	-0.1511771696968409
COPD	1.4449607939036127
COPD	-0.6729915039508316
COPD	0.5957335440392684
COPD	-0.580906621435421
COPD	-1.3278173351715346
COPD	-0.8776245762073014
COPD	-0.8980878834329502
COPD	0.8105982699085625
COPD	-1.0924893020765956
COPD	-1.3278173351715346
COPD	0.2887839356545678
COPD	-0.928782844271419
COPD	0.5548069295879751
COPD	0.472953700685389
COPD	-0.3762735491789553
COPD	1.0868529174547943
COPD	-0.5911382750482453
COPD	-0.6116015822738939
COPD	-0.5195166997584834
COPD	0.6366601584905615
COPD	-0.6627598503380113
COPD	0.9333781132624419
COPD	-0.6116015822738939
COPD	2.3862729262833673
COPD	-0.6218332358867182
COPD	0.18646739952633265
COPD	-0.7957713473047152
COPD	-0.06932394079425451
COPD	-1.2255007990432996
COPD	1.5165823691933746
COPD	-0.08978724801989905
COPD	-1.348280642397179
COPD	0.6754612814991323
COPD	-1.1641108773663575
COPD	0.6468918121033859
COPD	-0.3046519738891892
COPD	0.6878184265546788
COPD	0.20693070675198144
COPD	-0.4581267780815415
COPD	-0.580906621435421
COPD	-0.9697094587227122
COPD	-1.348280642397179
COPD	1.1277795319060875
COPD	-0.8469296153688327
COPD	-0.6525281967251871
COPD	-0.13071386247119224
COPD	1.4756557547420814
COPD	1.250559375259967
COPD	-0.928782844271419
COPD	0.3706371645571539
COPD	0.07391920978527339
COPD	-1.2050374918176507
COPD	-0.5092850461456591
COPD	0.8412932307470314
COPD	0.24785732120327447
COPD	0.4320270862340957
COPD	-0.7343814256277733
COPD	-0.5502116605969521
COPD	-0.5604433142097766
COPD	0.012529288108335812
COPD	-0.7343814256277733
COPD	0.9436097668752663
COPD	-1.3175856815587101
COPD	0.5241119687495065
COPD	0.48318535429821313
COPD	-1.2459641062689482
COPD	1.168706146357381
COPD	1.5063507155805504
COPD	0.14554078507503962
COPD	-0.580906621435421
COPD	-0.10001890163272345
COPD	1.189169453583025
COPD	-0.43766347085589696
COPD	0.7696716554572652
COPD	-1.1538792237535374
COPD	-0.13071386247119224
COPD	-0.8060030009175394
COPD	1.29148598971126
COPD	-0.43766347085589696
COPD	-0.5195166997584834
COPD	-0.3455785883404864
COPD	0.7799033090700896
COPD	1.2812543360984359
COPD	1.035694649390677
COPD	0.5138803151366821
COPD	0.6264285048777413
COPD	0.8003666162957381
COPD	0.268320628428919
COPD	1.5677406372574922
COPD	-0.29442032027636894
COPD	0.9743047277137352
COPD	0.2887839356545678
COPD	0.4217954326212716
COPD	-1.10272095568942
COPD	-1.1129526093022402
COPD	-0.1716404769224854
COPD	-0.7855396936918909
COPD	-1.2255007990432996
COPD	1.1073162246804389
COPD	-1.072025994850947
COPD	-0.1511771696968409
COPD	-0.36604189556613087
COPD	-1.3073540279458857
COPD	1.8746902456421968
COPD	1.4347291402907885
COPD	0.831061577134207
COPD	-0.9185511906585947
COPD	0.08415086339809778
COPD	0.002297634495511419
COPD	0.7082817337803277
COPD	-1.2664274134945925
COPD	-1.072025994850947
COPD	-0.18187213053530968
COPD	0.5650385832007995
COPD	-1.1436475701407132
COPD	-0.2125670913737786
COPD	-0.8469296153688327
COPD	-0.48882173892001046
healthy	0.2990155892673919
healthy	0.47859008530719016
healthy	0.018165672730137084
healthy	0.8515248843598556
healthy	1.2561957598817683
healthy	0.9594778051098878
healthy	1.0617943412381268
healthy	1.250559375259967
healthy	0.5706749678226007
healthy	1.3426442577753777
healthy	0.3046519738891892
healthy	0.06932394079425451
healthy	1.3175856815587101
healthy	0.4683584316943659
healthy	1.2971223743330615
healthy	0.861756537972676
healthy	0.20693070675198144
healthy	0.45249039345974024
healthy	0.3353469347276621
healthy	0.2125670913737786
healthy	0.2785522820417434
healthy	0.8980878834329502
healthy	0.05345590255962885
healthy	0.5855018904264441
healthy	0.32511528111483784
healthy	0.49341700791103354
healthy	1.6700571733857272
healthy	0.4217954326212716
healthy	0.7799033090700896
healthy	0.48318535429821313
healthy	1.2096327608086739
healthy	1.0208677267868296
healthy	0.08415086339809778
healthy	-0.2841886666635447
healthy	-0.1511771696968409
healthy	-1.1231842629150643
healthy	-0.6218332358867182
healthy	-0.5399800069841278
healthy	0.24785732120327447
healthy	1.5268140228061986
healthy	1.3017176433240847
healthy	-0.2841886666635447
healthy	-0.5195166997584834
healthy	-0.8469296153688327
healthy	-0.5604433142097766
healthy	-1.1436475701407132
healthy	-1.072025994850947
healthy	-0.1511771696968409
healthy	-0.47859008530719016
healthy	-0.7855396936918909
healthy	0.6673551193290344
healthy	-0.36604189556613087
healthy	1.2096327608086739
healthy	0.14554078507503962
healthy	-1.2050374918176507
healthy	-0.2432620522122515
healthy	-0.6525281967251871
healthy	0.8208299235213827
healthy	-0.9799411123355364
healthy	-1.1436475701407132
healthy	-1.3278173351715346
healthy	-0.6729915039508316
healthy	0.7185133873931517
healthy	2.3965045798961873
healthy	0.9947680349393838
healthy	1.4040341794523195
healthy	0.17623574591350855
healthy	-0.9390144978842432
healthy	-0.29442032027636894
healthy	-0.3046519738891892
healthy	-1.1948058382048306
healthy	-1.2050374918176507
healthy	2.5397477304757157
healthy	-1.072025994850947
